Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Seeker_A,Company_C,False,False,Company_C,5
1,Seeker_B,Company_B,False,False,Company_B,3
1,Seeker_C,Company_A,False,False,Company_A,4
1,Seeker_D,Company_D,False,False,Company_D,1
1,Seeker_E,Company_E,False,False,Company_E,2
2,Seeker_A,Company_E,False,False,Company_E,4
2,Seeker_B,Company_B,False,False,Company_B,3
2,Seeker_C,Company_A,False,False,Company_A,4
2,Seeker_D,Company_D,False,False,Company_D,1
2,Seeker_E,Company_C,False,False,Company_C,3
3,Seeker_A,Company_E,False,False,Company_E,4
3,Seeker_B,Company_B,False,False,Company_B,3
3,Seeker_C,Company_A,False,False,Company_A,4
3,Seeker_D,Company_D,False,False,Company_D,1
3,Seeker_E,Company_C,False,False,Company_C,3
4,Seeker_A,Company_D,False,False,Company_D,1
4,Seeker_B,Company_B,False,False,Company_B,3
4,Seeker_C,Company_A,False,False,Company_A,4
4,Seeker_D,Company_C,False,False,Company_C,3
4,Seeker_E,Company_E,False,False,Company_E,2
5,Seeker_A,Unmatched,False,False,Unmatched,-
5,Seeker_B,Company_E,False,False,Company_E,1
5,Seeker_C,Company_B,False,False,Company_B,5
5,Seeker_D,Company_D,False,False,Company_D,1
5,Seeker_E,Company_C,False,False,Company_C,3
6,Seeker_A,Company_C,False,False,Company_C,5
6,Seeker_B,Company_B,False,False,Company_B,3
6,Seeker_C,Unmatched,False,False,Unmatched,-
6,Seeker_D,Company_D,False,False,Company_D,1
6,Seeker_E,Company_A,False,False,Company_A,5
7,Seeker_A,Company_E,False,False,Company_E,4
7,Seeker_B,Company_B,False,False,Company_B,3
7,Seeker_C,Company_A,False,False,Company_A,4
7,Seeker_D,Company_C,False,False,Company_C,3
7,Seeker_E,Company_D,False,False,Company_D,1
8,Seeker_A,Company_C,False,False,Company_C,5
8,Seeker_B,Company_D,False,False,Company_D,4
8,Seeker_C,Company_A,False,False,Company_A,4
8,Seeker_D,Company_B,False,False,Company_B,2
8,Seeker_E,Company_E,False,False,Company_E,2
9,Seeker_A,Company_C,False,False,Company_C,5
9,Seeker_B,Company_E,False,False,Company_E,1
9,Seeker_C,Company_B,False,False,Company_B,5
9,Seeker_D,Company_D,False,False,Company_D,1
9,Seeker_E,Company_A,False,False,Company_A,5
10,Seeker_A,Company_A,False,False,Company_A,2
10,Seeker_B,Company_B,False,False,Company_B,3
10,Seeker_C,Unmatched,False,False,Unmatched,-
10,Seeker_D,Company_D,False,False,Company_D,1
10,Seeker_E,Company_E,False,False,Company_E,2
11,Seeker_A,Company_B,False,False,Company_B,3
11,Seeker_B,Unmatched,False,False,Unmatched,-
11,Seeker_C,Company_C,False,False,Company_C,2
11,Seeker_D,Company_D,False,False,Company_D,1
11,Seeker_E,Company_E,False,False,Company_E,2
12,Seeker_A,Company_B,False,False,Company_B,3
12,Seeker_B,Company_E,False,False,Company_E,1
12,Seeker_C,Company_A,False,False,Company_A,4
12,Seeker_D,Company_C,False,False,Company_C,3
12,Seeker_E,Company_D,False,False,Company_D,1
13,Seeker_A,Company_B,False,False,Company_B,3
13,Seeker_B,Company_C,False,False,Company_C,5
13,Seeker_C,Company_A,False,False,Company_A,4
13,Seeker_D,Company_D,False,False,Company_D,1
13,Seeker_E,Company_E,False,False,Company_E,2
14,Seeker_A,Company_A,False,True,Company_A,2
14,Seeker_B,Company_E,False,True,Company_E,1
14,Seeker_C,Company_B,False,True,Company_B,5
14,Seeker_D,Company_D,False,True,Company_D,1
14,Seeker_E,Company_C,False,True,Company_C,3
15,Seeker_A,Unmatched,False,False,Unmatched,-
15,Seeker_B,Company_E,False,False,Company_E,1
15,Seeker_C,Company_A,False,False,Company_A,4
15,Seeker_D,Company_B,False,False,Company_B,2
15,Seeker_E,Company_C,False,False,Company_C,3
16,Seeker_A,Company_E,False,False,Company_E,4
16,Seeker_B,Company_C,False,False,Company_C,5
16,Seeker_C,Company_A,False,False,Company_A,4
16,Seeker_D,Company_B,False,False,Company_B,2
16,Seeker_E,Company_D,False,False,Company_D,1
17,Seeker_A,Company_B,False,False,Company_B,3
17,Seeker_B,Unmatched,False,False,Unmatched,-
17,Seeker_C,Company_A,False,False,Company_A,4
17,Seeker_D,Company_C,False,False,Company_C,3
17,Seeker_E,Company_D,False,False,Company_D,1
18,Seeker_A,Company_C,False,False,Company_C,5
18,Seeker_B,Company_E,False,False,Company_E,1
18,Seeker_C,Company_A,False,False,Company_A,4
18,Seeker_D,Company_B,False,False,Company_B,2
18,Seeker_E,Company_D,False,False,Company_D,1
19,Seeker_A,Company_A,False,False,Company_A,2
19,Seeker_B,Company_C,False,False,Company_C,5
19,Seeker_C,Unmatched,False,False,Unmatched,-
19,Seeker_D,Company_D,False,False,Company_D,1
19,Seeker_E,Company_E,False,False,Company_E,2
20,Seeker_A,Company_C,False,False,Company_C,5
20,Seeker_B,Company_D,False,False,Company_D,4
20,Seeker_C,Company_A,False,False,Company_A,4
20,Seeker_D,Company_B,False,False,Company_B,2
20,Seeker_E,Company_E,False,False,Company_E,2
21,Seeker_A,Company_C,False,False,Company_C,5
21,Seeker_B,Unmatched,False,False,Unmatched,-
21,Seeker_C,Company_A,False,False,Company_A,4
21,Seeker_D,Company_B,False,False,Company_B,2
21,Seeker_E,Company_D,False,False,Company_D,1
22,Seeker_A,Company_B,False,False,Company_B,3
22,Seeker_B,Company_E,False,False,Company_E,1
22,Seeker_C,Company_A,False,False,Company_A,4
22,Seeker_D,Company_C,False,False,Company_C,3
22,Seeker_E,Company_D,False,False,Company_D,1
23,Seeker_A,Company_B,False,False,Company_B,3
23,Seeker_B,Unmatched,False,False,Unmatched,-
23,Seeker_C,Company_A,False,False,Company_A,4
23,Seeker_D,Company_C,False,False,Company_C,3
23,Seeker_E,Company_D,False,False,Company_D,1
24,Seeker_A,Company_B,False,False,Company_B,3
24,Seeker_B,Company_D,False,False,Company_D,4
24,Seeker_C,Company_A,False,False,Company_A,4
24,Seeker_D,Company_C,False,False,Company_C,3
24,Seeker_E,Company_E,False,False,Company_E,2
25,Seeker_A,Company_B,False,False,Company_B,3
25,Seeker_B,Company_D,False,False,Company_D,4
25,Seeker_C,Company_A,False,False,Company_A,4
25,Seeker_D,Company_C,False,False,Company_C,3
25,Seeker_E,Company_E,False,False,Company_E,2
26,Seeker_A,Company_C,False,False,Company_C,5
26,Seeker_B,Company_E,False,False,Company_E,1
26,Seeker_C,Company_A,False,False,Company_A,4
26,Seeker_D,Company_B,False,False,Company_B,2
26,Seeker_E,Company_D,False,False,Company_D,1
27,Seeker_A,Company_B,False,False,Company_B,3
27,Seeker_B,Unmatched,False,False,Unmatched,-
27,Seeker_C,Company_E,False,False,Company_E,3
27,Seeker_D,Company_C,False,False,Company_C,3
27,Seeker_E,Company_D,False,False,Company_D,1
28,Seeker_A,Company_C,False,False,Company_C,5
28,Seeker_B,Company_D,False,False,Company_D,4
28,Seeker_C,Company_A,False,False,Company_A,4
28,Seeker_D,Company_B,False,False,Company_B,2
28,Seeker_E,Company_E,False,False,Company_E,2
29,Seeker_A,Company_A,False,False,Company_A,2
29,Seeker_B,Company_B,False,False,Company_B,3
29,Seeker_C,Unmatched,False,False,Unmatched,-
29,Seeker_D,Company_C,False,False,Company_C,3
29,Seeker_E,Company_E,False,False,Company_E,2
30,Seeker_A,Company_E,False,False,Company_E,4
30,Seeker_B,Company_B,False,False,Company_B,3
30,Seeker_C,Company_A,False,False,Company_A,4
30,Seeker_D,Company_D,False,False,Company_D,1
30,Seeker_E,Company_C,False,False,Company_C,3
31,Seeker_A,Unmatched,False,False,Unmatched,-
31,Seeker_B,Company_B,False,False,Company_B,3
31,Seeker_C,Company_C,False,False,Company_C,2
31,Seeker_D,Company_D,False,False,Company_D,1
31,Seeker_E,Company_E,False,False,Company_E,2
32,Seeker_A,Company_C,False,False,Company_C,5
32,Seeker_B,Company_D,False,False,Company_D,4
32,Seeker_C,Company_A,False,False,Company_A,4
32,Seeker_D,Company_B,False,False,Company_B,2
32,Seeker_E,Company_E,False,False,Company_E,2
33,Seeker_A,Unmatched,False,False,Unmatched,-
33,Seeker_B,Company_E,False,False,Company_E,1
33,Seeker_C,Company_A,False,False,Company_A,4
33,Seeker_D,Company_B,False,False,Company_B,2
33,Seeker_E,Company_C,False,False,Company_C,3
34,Seeker_A,Unmatched,False,False,Unmatched,-
34,Seeker_B,Company_B,False,False,Company_B,3
34,Seeker_C,Company_E,False,False,Company_E,3
34,Seeker_D,Company_C,False,False,Company_C,3
34,Seeker_E,Company_D,False,False,Company_D,1
35,Seeker_A,Company_B,False,False,Company_B,3
35,Seeker_B,Unmatched,False,False,Unmatched,-
35,Seeker_C,Company_E,False,False,Company_E,3
35,Seeker_D,Company_C,False,False,Company_C,3
35,Seeker_E,Company_D,False,False,Company_D,1
36,Seeker_A,Company_A,False,False,Company_A,2
36,Seeker_B,Company_D,False,False,Company_D,4
36,Seeker_C,Unmatched,False,False,Unmatched,-
36,Seeker_D,Company_B,False,False,Company_B,2
36,Seeker_E,Company_E,False,False,Company_E,2
37,Seeker_A,Company_A,False,False,Company_A,2
37,Seeker_B,Company_C,False,False,Company_C,5
37,Seeker_C,Unmatched,False,False,Unmatched,-
37,Seeker_D,Company_B,False,False,Company_B,2
37,Seeker_E,Company_D,False,False,Company_D,1
38,Seeker_A,Company_C,False,False,Company_C,5
38,Seeker_B,Company_D,False,False,Company_D,4
38,Seeker_C,Company_A,False,False,Company_A,4
38,Seeker_D,Company_B,False,False,Company_B,2
38,Seeker_E,Company_E,False,False,Company_E,2
39,Seeker_A,Company_B,False,True,Company_B,3
39,Seeker_B,Company_E,False,True,Company_E,1
39,Seeker_C,Company_A,False,True,Company_A,4
39,Seeker_D,Company_D,False,True,Company_D,1
39,Seeker_E,Company_C,False,True,Company_C,3
40,Seeker_A,Company_B,False,True,Company_B,3
40,Seeker_B,Company_E,False,True,Company_E,1
40,Seeker_C,Company_A,False,True,Company_A,4
40,Seeker_D,Company_D,False,True,Company_D,1
40,Seeker_E,Company_C,False,True,Company_C,3
41,Seeker_A,Company_B,False,False,Company_B,3
41,Seeker_B,Company_E,False,False,Company_E,1
41,Seeker_C,Unmatched,False,False,Unmatched,-
41,Seeker_D,Company_A,False,False,Company_A,4
41,Seeker_E,Company_D,False,False,Company_D,1
42,Seeker_A,Unmatched,False,False,Unmatched,-
42,Seeker_B,Company_B,False,False,Company_B,3
42,Seeker_C,Company_A,False,False,Company_A,4
42,Seeker_D,Company_C,False,False,Company_C,3
42,Seeker_E,Company_E,False,False,Company_E,2
43,Seeker_A,Company_A,False,True,Company_A,2
43,Seeker_B,Company_E,False,True,Company_E,1
43,Seeker_C,Company_B,False,True,Company_B,5
43,Seeker_D,Company_D,False,True,Company_D,1
43,Seeker_E,Company_C,False,True,Company_C,3
44,Seeker_A,Company_B,False,False,Company_B,3
44,Seeker_B,Company_D,False,False,Company_D,4
44,Seeker_C,Company_A,False,False,Company_A,4
44,Seeker_D,Company_C,False,False,Company_C,3
44,Seeker_E,Company_E,False,False,Company_E,2
45,Seeker_A,Company_A,False,False,Company_A,2
45,Seeker_B,Company_B,False,False,Company_B,3
45,Seeker_C,Unmatched,False,False,Unmatched,-
45,Seeker_D,Company_D,False,False,Company_D,1
45,Seeker_E,Company_E,False,False,Company_E,2
46,Seeker_A,Company_E,False,False,Company_E,4
46,Seeker_B,Company_B,False,False,Company_B,3
46,Seeker_C,Company_A,False,False,Company_A,4
46,Seeker_D,Company_D,False,False,Company_D,1
46,Seeker_E,Company_C,False,False,Company_C,3
47,Seeker_A,Company_E,False,False,Company_E,4
47,Seeker_B,Company_B,False,False,Company_B,3
47,Seeker_C,Company_A,False,False,Company_A,4
47,Seeker_D,Company_C,False,False,Company_C,3
47,Seeker_E,Company_D,False,False,Company_D,1
48,Seeker_A,Company_B,False,False,Company_B,3
48,Seeker_B,Company_D,False,False,Company_D,4
48,Seeker_C,Company_A,False,False,Company_A,4
48,Seeker_D,Company_C,False,False,Company_C,3
48,Seeker_E,Company_E,False,False,Company_E,2
49,Seeker_A,Company_B,False,False,Company_B,3
49,Seeker_B,Unmatched,False,False,Unmatched,-
49,Seeker_C,Company_A,False,False,Company_A,4
49,Seeker_D,Company_D,False,False,Company_D,1
49,Seeker_E,Company_C,False,False,Company_C,3
50,Seeker_A,Company_C,False,False,Company_C,5
50,Seeker_B,Company_D,False,False,Company_D,4
50,Seeker_C,Company_A,False,False,Company_A,4
50,Seeker_D,Company_B,False,False,Company_B,2
50,Seeker_E,Company_E,False,False,Company_E,2
51,Seeker_A,Company_E,False,False,Company_E,4
51,Seeker_B,Unmatched,False,False,Unmatched,-
51,Seeker_C,Company_A,False,False,Company_A,4
51,Seeker_D,Company_D,False,False,Company_D,1
51,Seeker_E,Company_C,False,False,Company_C,3
52,Seeker_A,Company_E,False,False,Company_E,4
52,Seeker_B,Unmatched,False,False,Unmatched,-
52,Seeker_C,Company_C,False,False,Company_C,2
52,Seeker_D,Company_B,False,False,Company_B,2
52,Seeker_E,Company_D,False,False,Company_D,1
53,Seeker_A,Company_B,False,False,Company_B,3
53,Seeker_B,Unmatched,False,False,Unmatched,-
53,Seeker_C,Company_A,False,False,Company_A,4
53,Seeker_D,Company_D,False,False,Company_D,1
53,Seeker_E,Company_C,False,False,Company_C,3
54,Seeker_A,Company_B,False,False,Company_B,3
54,Seeker_B,Unmatched,False,False,Unmatched,-
54,Seeker_C,Company_A,False,False,Company_A,4
54,Seeker_D,Company_D,False,False,Company_D,1
54,Seeker_E,Company_E,False,False,Company_E,2
55,Seeker_A,Company_C,False,False,Company_C,5
55,Seeker_B,Company_E,False,False,Company_E,1
55,Seeker_C,Company_A,False,False,Company_A,4
55,Seeker_D,Company_B,False,False,Company_B,2
55,Seeker_E,Company_D,False,False,Company_D,1
