Trial,Agent,Matched_Partner,Stability,Efficiency
1,Parent_A,Nursery_B,False,False
1,Parent_B,Nursery_C,False,False
1,Parent_C,Nursery_A,False,False
1,Parent_D,Nursery_D,False,False
1,Parent_E,Unmatched,False,False
2,Parent_A,Nursery_A,False,False
2,Parent_B,Nursery_B,False,False
2,Parent_C,Nursery_C,False,False
2,Parent_D,Nursery_D,False,False
2,Parent_E,Nursery_E,False,False
3,Parent_A,Nursery_B,False,False
3,Parent_B,Nursery_C,False,False
3,Parent_C,Nursery_D,False,False
3,Parent_D,Unmatched,False,False
3,Parent_E,Nursery_E,False,False
4,Parent_A,Nursery_A,False,False
4,Parent_B,Nursery_B,False,False
4,Parent_C,Nursery_C,False,False
4,Parent_D,Nursery_E,False,False
4,Parent_E,Nursery_D,False,False
5,Parent_A,Nursery_B,False,False
5,Parent_B,Nursery_C,False,False
5,Parent_C,Nursery_A,False,False
5,Parent_D,Nursery_D,False,False
5,Parent_E,Nursery_E,False,False
6,Parent_A,Nursery_B,True,True
6,Parent_B,Nursery_A,True,True
6,Parent_C,Nursery_C,True,True
6,Parent_D,Nursery_D,True,True
6,Parent_E,Nursery_E,True,True
7,Parent_A,Nursery_A,False,False
7,Parent_B,Nursery_C,False,False
7,Parent_C,Nursery_E,False,False
7,Parent_D,Nursery_D,False,False
7,Parent_E,Unmatched,False,False
8,Parent_A,Nursery_A,False,False
8,Parent_B,Nursery_B,False,False
8,Parent_C,Nursery_C,False,False
8,Parent_D,Nursery_D,False,False
8,Parent_E,Nursery_E,False,False
9,Parent_A,Nursery_B,False,False
9,Parent_B,Nursery_A,False,False
9,Parent_C,Nursery_D,False,False
9,Parent_D,Unmatched,False,False
9,Parent_E,Nursery_E,False,False
10,Parent_A,Nursery_B,True,True
10,Parent_B,Nursery_A,True,True
10,Parent_C,Nursery_C,True,True
10,Parent_D,Nursery_D,True,True
10,Parent_E,Nursery_E,True,True
11,Parent_A,Nursery_B,True,True
11,Parent_B,Nursery_A,True,True
11,Parent_C,Nursery_C,True,True
11,Parent_D,Nursery_D,True,True
11,Parent_E,Nursery_E,True,True
12,Parent_A,Nursery_B,False,False
12,Parent_B,Nursery_C,False,False
12,Parent_C,Nursery_D,False,False
12,Parent_D,Nursery_A,False,False
12,Parent_E,Unmatched,False,False
13,Parent_A,Nursery_B,False,False
13,Parent_B,Nursery_C,False,False
13,Parent_C,Nursery_A,False,False
13,Parent_D,Nursery_D,False,False
13,Parent_E,Nursery_E,False,False
14,Parent_A,Nursery_B,False,False
14,Parent_B,Nursery_C,False,False
14,Parent_C,Nursery_E,False,False
14,Parent_D,Nursery_D,False,False
14,Parent_E,Unmatched,False,False
15,Parent_A,Nursery_B,True,True
15,Parent_B,Nursery_A,True,True
15,Parent_C,Nursery_C,True,True
15,Parent_D,Nursery_D,True,True
15,Parent_E,Nursery_E,True,True
16,Parent_A,Nursery_B,False,False
16,Parent_B,Nursery_A,False,False
16,Parent_C,Nursery_C,False,False
16,Parent_D,Nursery_E,False,False
16,Parent_E,Unmatched,False,False
17,Parent_A,Nursery_A,False,False
17,Parent_B,Nursery_E,False,False
17,Parent_C,Nursery_C,False,False
17,Parent_D,Nursery_D,False,False
17,Parent_E,Unmatched,False,False
18,Parent_A,Nursery_B,True,True
18,Parent_B,Nursery_A,True,True
18,Parent_C,Nursery_C,True,True
18,Parent_D,Nursery_D,True,True
18,Parent_E,Nursery_E,True,True
19,Parent_A,Nursery_A,False,False
19,Parent_B,Nursery_C,False,False
19,Parent_C,Nursery_D,False,False
19,Parent_D,Nursery_B,False,False
19,Parent_E,Unmatched,False,False
20,Parent_A,Nursery_A,False,False
20,Parent_B,Nursery_D,False,False
20,Parent_C,Nursery_C,False,False
20,Parent_D,Nursery_B,False,False
20,Parent_E,Nursery_E,False,False
21,Parent_A,Nursery_B,True,True
21,Parent_B,Nursery_A,True,True
21,Parent_C,Nursery_C,True,True
21,Parent_D,Nursery_D,True,True
21,Parent_E,Nursery_E,True,True
22,Parent_A,Nursery_A,False,False
22,Parent_B,Nursery_B,False,False
22,Parent_C,Nursery_C,False,False
22,Parent_D,Nursery_D,False,False
22,Parent_E,Nursery_E,False,False
23,Parent_A,Nursery_A,False,False
23,Parent_B,Nursery_C,False,False
23,Parent_C,Nursery_B,False,False
23,Parent_D,Nursery_D,False,False
23,Parent_E,Unmatched,False,False
24,Parent_A,Nursery_A,False,False
24,Parent_B,Nursery_C,False,False
24,Parent_C,Nursery_B,False,False
24,Parent_D,Nursery_D,False,False
24,Parent_E,Nursery_E,False,False
25,Parent_A,Nursery_A,False,False
25,Parent_B,Nursery_B,False,False
25,Parent_C,Nursery_C,False,False
25,Parent_D,Nursery_D,False,False
25,Parent_E,Nursery_E,False,False
26,Parent_A,Nursery_A,False,False
26,Parent_B,Nursery_B,False,False
26,Parent_C,Nursery_C,False,False
26,Parent_D,Nursery_D,False,False
26,Parent_E,Nursery_E,False,False
27,Parent_A,Nursery_A,False,False
27,Parent_B,Nursery_B,False,False
27,Parent_C,Nursery_C,False,False
27,Parent_D,Nursery_D,False,False
27,Parent_E,Nursery_E,False,False
28,Parent_A,Nursery_B,False,False
28,Parent_B,Nursery_C,False,False
28,Parent_C,Nursery_A,False,False
28,Parent_D,Nursery_D,False,False
28,Parent_E,Nursery_E,False,False
29,Parent_A,Nursery_A,False,False
29,Parent_B,Nursery_C,False,False
29,Parent_C,Nursery_B,False,False
29,Parent_D,Nursery_D,False,False
29,Parent_E,Unmatched,False,False
30,Parent_A,Nursery_B,False,False
30,Parent_B,Nursery_C,False,False
30,Parent_C,Nursery_D,False,False
30,Parent_D,Nursery_A,False,False
30,Parent_E,Nursery_E,False,False
31,Parent_A,Nursery_B,True,True
31,Parent_B,Nursery_A,True,True
31,Parent_C,Nursery_C,True,True
31,Parent_D,Nursery_D,True,True
31,Parent_E,Nursery_E,True,True
32,Parent_A,Nursery_A,False,False
32,Parent_B,Nursery_C,False,False
32,Parent_C,Nursery_D,False,False
32,Parent_D,Nursery_B,False,False
32,Parent_E,Nursery_E,False,False
33,Parent_A,Nursery_B,True,True
33,Parent_B,Nursery_A,True,True
33,Parent_C,Nursery_C,True,True
33,Parent_D,Nursery_D,True,True
33,Parent_E,Nursery_E,True,True
34,Parent_A,Nursery_B,False,False
34,Parent_B,Nursery_C,False,False
34,Parent_C,Nursery_D,False,False
34,Parent_D,Nursery_A,False,False
34,Parent_E,Nursery_E,False,False
35,Parent_A,Nursery_B,False,False
35,Parent_B,Nursery_C,False,False
35,Parent_C,Nursery_A,False,False
35,Parent_D,Nursery_D,False,False
35,Parent_E,Nursery_E,False,False
36,Parent_A,Nursery_A,False,False
36,Parent_B,Nursery_B,False,False
36,Parent_C,Nursery_C,False,False
36,Parent_D,Nursery_D,False,False
36,Parent_E,Nursery_E,False,False
37,Parent_A,Nursery_B,False,False
37,Parent_B,Nursery_C,False,False
37,Parent_C,Nursery_E,False,False
37,Parent_D,Nursery_D,False,False
37,Parent_E,Unmatched,False,False
38,Parent_A,Nursery_B,True,True
38,Parent_B,Nursery_A,True,True
38,Parent_C,Nursery_C,True,True
38,Parent_D,Nursery_D,True,True
38,Parent_E,Nursery_E,True,True
