Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Seeker_A,Company_B,True,True,Company_B,1
1,Seeker_B,Company_A,True,True,Company_A,1
1,Seeker_C,Company_C,True,True,Company_C,1
1,Seeker_D,Company_D,True,True,Company_D,1
1,Seeker_E,Company_E,True,True,Company_E,1
2,Seeker_A,Company_C,False,False,Company_C,3
2,Seeker_B,Company_A,False,False,Company_A,1
2,Seeker_C,Company_E,False,False,Company_E,5
2,Seeker_D,Company_D,False,False,Company_D,1
2,Seeker_E,Company_B,False,False,Company_B,2
3,Seeker_A,Company_B,False,False,Company_B,1
3,Seeker_B,Company_C,False,False,Company_C,2
3,Seeker_C,Company_A,False,False,Company_A,3
3,Seeker_D,Company_D,False,False,Company_D,1
3,Seeker_E,Company_E,False,False,Company_E,1
4,Seeker_A,Company_B,True,True,Company_B,1
4,Seeker_B,Company_A,True,True,Company_A,1
4,Seeker_C,Company_C,True,True,Company_C,1
4,Seeker_D,Company_D,True,True,Company_D,1
4,Seeker_E,Company_E,True,True,Company_E,1
5,Seeker_A,Company_B,False,False,Company_B,1
5,Seeker_B,Company_A,False,False,Company_A,1
5,Seeker_C,Company_C,False,False,Company_C,1
5,Seeker_D,Company_D,False,False,Company_D,1
5,Seeker_E,Unmatched,False,False,Unmatched,-
6,Seeker_A,Company_A,False,False,Company_A,2
6,Seeker_B,Company_B,False,False,Company_B,3
6,Seeker_C,Company_C,False,False,Company_C,1
6,Seeker_D,Company_D,False,False,Company_D,1
6,Seeker_E,Company_E,False,False,Company_E,1
7,Seeker_A,Company_B,False,False,Company_B,1
7,Seeker_B,Company_C,False,False,Company_C,2
7,Seeker_C,Company_D,False,False,Company_D,4
7,Seeker_D,Company_A,False,False,Company_A,2
7,Seeker_E,Company_E,False,False,Company_E,1
8,Seeker_A,Company_A,False,False,Company_A,2
8,Seeker_B,Company_E,False,False,Company_E,4
8,Seeker_C,Company_C,False,False,Company_C,1
8,Seeker_D,Company_D,False,False,Company_D,1
8,Seeker_E,Unmatched,False,False,Unmatched,-
9,Seeker_A,Company_B,True,True,Company_B,1
9,Seeker_B,Company_A,True,True,Company_A,1
9,Seeker_C,Company_C,True,True,Company_C,1
9,Seeker_D,Company_D,True,True,Company_D,1
9,Seeker_E,Company_E,True,True,Company_E,1
10,Seeker_A,Company_B,False,False,Company_B,1
10,Seeker_B,Company_C,False,False,Company_C,2
