Trial,Agent,Matched_Partner,Stability,Efficiency
1,Student_A,School_B,False,False
1,Student_B,Unmatched,False,False
1,Student_C,School_C,False,False
1,Student_D,School_D,False,False
1,Student_E,School_E,False,False
2,Student_A,School_B,False,False
2,Student_B,School_A,False,False
2,Student_C,Unmatched,False,False
2,Student_D,School_D,False,False
2,Student_E,School_E,False,False
3,Student_A,School_B,True,True
3,Student_B,School_A,True,True
3,Student_C,School_C,True,True
3,Student_D,School_D,True,True
3,Student_E,School_E,True,True
4,Student_A,School_B,True,True
4,Student_B,School_A,True,True
4,Student_C,School_C,True,True
4,Student_D,School_D,True,True
4,Student_E,School_E,True,True
5,Student_A,School_B,False,False
5,Student_B,School_A,False,False
5,Student_C,School_C,False,False
5,Student_D,School_D,False,False
5,Student_E,Unmatched,False,False
6,Student_A,School_B,True,True
6,Student_B,School_A,True,True
6,Student_C,School_C,True,True
6,Student_D,School_D,True,True
6,Student_E,School_E,True,True
7,Student_A,School_B,True,True
7,Student_B,School_A,True,True
7,Student_C,School_C,True,True
7,Student_D,School_D,True,True
7,Student_E,School_E,True,True
8,Student_A,School_B,True,True
8,Student_B,School_A,True,True
8,Student_C,School_C,True,True
8,Student_D,School_D,True,True
8,Student_E,School_E,True,True
9,Student_A,School_B,True,True
9,Student_B,School_A,True,True
9,Student_C,School_C,True,True
9,Student_D,School_D,True,True
9,Student_E,School_E,True,True
10,Student_A,School_B,True,True
10,Student_B,School_A,True,True
10,Student_C,School_C,True,True
10,Student_D,School_D,True,True
10,Student_E,School_E,True,True
11,Student_A,School_B,True,True
11,Student_B,School_A,True,True
11,Student_C,School_C,True,True
11,Student_D,School_D,True,True
11,Student_E,School_E,True,True
12,Student_A,School_B,False,False
12,Student_B,School_A,False,False
12,Student_C,School_C,False,False
12,Student_D,School_D,False,False
12,Student_E,Unmatched,False,False
13,Student_A,School_B,True,True
13,Student_B,School_A,True,True
13,Student_C,School_C,True,True
13,Student_D,School_D,True,True
13,Student_E,School_E,True,True
14,Student_A,School_B,True,True
14,Student_B,School_A,True,True
14,Student_C,School_C,True,True
14,Student_D,School_D,True,True
14,Student_E,School_E,True,True
15,Student_A,School_B,True,True
15,Student_B,School_A,True,True
15,Student_C,School_C,True,True
15,Student_D,School_D,True,True
15,Student_E,School_E,True,True
16,Student_A,School_B,True,True
16,Student_B,School_A,True,True
16,Student_C,School_C,True,True
16,Student_D,School_D,True,True
16,Student_E,School_E,True,True
17,Student_A,School_B,False,False
17,Student_B,School_A,False,False
17,Student_C,Unmatched,False,False
