Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Parent_A,Nursery_C,False,False,Nursery_C,5
1,Parent_B,Nursery_D,False,False,Nursery_D,4
1,Parent_C,Nursery_A,False,False,Nursery_A,4
1,Parent_D,Nursery_B,False,False,Nursery_B,2
1,Parent_E,Nursery_E,False,False,Nursery_E,2
2,Parent_A,Nursery_B,False,False,Nursery_B,3
2,Parent_B,Nursery_D,False,False,Nursery_D,4
2,Parent_C,Nursery_A,False,False,Nursery_A,4
2,Parent_D,Nursery_E,False,False,Nursery_E,5
2,Parent_E,Nursery_C,False,False,Nursery_C,3
3,Parent_A,Nursery_E,False,False,Nursery_E,4
3,Parent_B,Nursery_B,False,False,Nursery_B,3
3,Parent_C,Nursery_A,False,False,Nursery_A,4
3,Parent_D,Nursery_C,False,False,Nursery_C,3
3,Parent_E,Nursery_D,False,False,Nursery_D,1
4,Parent_A,Nursery_B,False,False,Nursery_B,3
4,Parent_B,Nursery_C,False,False,Nursery_C,5
4,Parent_C,Nursery_A,False,False,Nursery_A,4
4,Parent_D,Nursery_D,False,False,Nursery_D,1
4,Parent_E,Nursery_E,False,False,Nursery_E,2
5,Parent_A,Nursery_B,False,False,Nursery_B,3
5,Parent_B,Nursery_E,False,False,Nursery_E,1
5,Parent_C,Nursery_A,False,False,Nursery_A,4
5,Parent_D,Nursery_C,False,False,Nursery_C,3
5,Parent_E,Nursery_D,False,False,Nursery_D,1
6,Parent_A,Nursery_B,False,False,Nursery_B,3
6,Parent_B,Nursery_D,False,False,Nursery_D,4
6,Parent_C,Nursery_A,False,False,Nursery_A,4
6,Parent_D,Nursery_E,False,False,Nursery_E,5
6,Parent_E,Nursery_C,False,False,Nursery_C,3
7,Parent_A,Nursery_B,False,False,Nursery_B,3
7,Parent_B,Nursery_C,False,False,Nursery_C,5
7,Parent_C,Nursery_A,False,False,Nursery_A,4
7,Parent_D,Nursery_D,False,False,Nursery_D,1
7,Parent_E,Nursery_E,False,False,Nursery_E,2
8,Parent_A,Nursery_C,False,False,Nursery_C,5
8,Parent_B,Nursery_D,False,False,Nursery_D,4
8,Parent_C,Nursery_A,False,False,Nursery_A,4
8,Parent_D,Nursery_B,False,False,Nursery_B,2
8,Parent_E,Nursery_E,False,False,Nursery_E,2
9,Parent_A,Nursery_E,False,False,Nursery_E,4
9,Parent_B,Nursery_B,False,False,Nursery_B,3
9,Parent_C,Nursery_A,False,False,Nursery_A,4
9,Parent_D,Nursery_D,False,False,Nursery_D,1
9,Parent_E,Nursery_C,False,False,Nursery_C,3
10,Parent_A,Nursery_E,False,False,Nursery_E,4
10,Parent_B,Nursery_C,False,False,Nursery_C,5
10,Parent_C,Nursery_A,False,False,Nursery_A,4
10,Parent_D,Nursery_B,False,False,Nursery_B,2
10,Parent_E,Nursery_D,False,False,Nursery_D,1
11,Parent_A,Nursery_B,False,True,Nursery_B,3
11,Parent_B,Nursery_E,False,True,Nursery_E,1
11,Parent_C,Nursery_A,False,True,Nursery_A,4
11,Parent_D,Nursery_D,False,True,Nursery_D,1
11,Parent_E,Nursery_C,False,True,Nursery_C,3
12,Parent_A,Nursery_B,False,False,Nursery_B,3
12,Parent_B,Nursery_E,False,False,Nursery_E,1
12,Parent_C,Nursery_A,False,False,Nursery_A,4
12,Parent_D,Nursery_C,False,False,Nursery_C,3
12,Parent_E,Nursery_D,False,False,Nursery_D,1
13,Parent_A,Nursery_E,False,False,Nursery_E,4
13,Parent_B,Nursery_B,False,False,Nursery_B,3
13,Parent_C,Nursery_A,False,False,Nursery_A,4
13,Parent_D,Nursery_D,False,False,Nursery_D,1
13,Parent_E,Nursery_C,False,False,Nursery_C,3
14,Parent_A,Nursery_A,False,False,Nursery_A,2
14,Parent_B,Nursery_B,False,False,Nursery_B,3
14,Parent_C,Nursery_E,False,False,Nursery_E,3
14,Parent_D,Nursery_D,False,False,Nursery_D,1
