Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Student_A,School_A,False,True,School_A,1
1,Student_B,School_B,False,True,School_B,1
1,Student_C,School_D,False,True,School_D,1
1,Student_D,School_C,False,True,School_C,1
1,Student_E,School_E,False,True,School_E,5
2,Student_A,School_A,False,True,School_A,1
2,Student_B,School_B,False,True,School_B,1
2,Student_C,School_D,False,True,School_D,1
2,Student_D,School_C,False,True,School_C,1
2,Student_E,School_E,False,True,School_E,5
3,Student_A,School_E,False,False,School_E,5
3,Student_B,School_B,False,False,School_B,1
3,Student_C,School_D,False,False,School_D,1
3,Student_D,School_A,False,False,School_A,2
3,Student_E,Unmatched,False,False,Unmatched,-
4,Student_A,School_E,False,True,School_E,5
4,Student_B,School_B,False,True,School_B,1
4,Student_C,School_D,False,True,School_D,1
4,Student_D,School_A,False,True,School_A,2
4,Student_E,School_C,False,True,School_C,1
5,Student_A,School_B,False,True,School_B,4
5,Student_B,School_E,False,True,School_E,4
5,Student_C,School_D,False,True,School_D,1
5,Student_D,School_A,False,True,School_A,2
5,Student_E,School_C,False,True,School_C,1
6,Student_A,School_A,False,False,School_A,1
6,Student_B,School_E,False,False,School_E,4
6,Student_C,School_C,False,False,School_C,4
6,Student_D,School_B,False,False,School_B,3
6,Student_E,School_D,False,False,School_D,4
7,Student_A,School_E,False,False,School_E,5
7,Student_B,School_A,False,False,School_A,3
7,Student_C,School_D,False,False,School_D,1
7,Student_D,School_B,False,False,School_B,3
7,Student_E,Unmatched,False,False,Unmatched,-
8,Student_A,School_A,False,True,School_A,1
8,Student_B,School_B,False,True,School_B,1
8,Student_C,School_D,False,True,School_D,1
8,Student_D,School_C,False,True,School_C,1
8,Student_E,School_E,False,True,School_E,5
9,Student_A,School_A,False,True,School_A,1
9,Student_B,School_B,False,True,School_B,1
9,Student_C,School_E,False,True,School_E,5
9,Student_D,School_C,False,True,School_C,1
9,Student_E,School_D,False,True,School_D,4
10,Student_A,School_A,False,False,School_A,1
