Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Seeker_A,Company_C,False,False,Company_C,5
1,Seeker_B,Company_D,False,False,Company_D,4
1,Seeker_C,Company_A,False,False,Company_A,4
1,Seeker_D,Company_B,False,False,Company_B,2
1,Seeker_E,Company_E,False,False,Company_E,2
2,Seeker_A,Company_B,False,False,Company_B,3
2,Seeker_B,Company_C,False,False,Company_C,5
2,Seeker_C,Company_A,False,False,Company_A,4
2,Seeker_D,Company_D,False,False,Company_D,1
2,Seeker_E,Company_E,False,False,Company_E,2
3,Seeker_A,Company_B,False,False,Company_B,3
3,Seeker_B,Company_C,False,False,Company_C,5
3,Seeker_C,Company_A,False,False,Company_A,4
3,Seeker_D,Company_D,False,False,Company_D,1
3,Seeker_E,Company_E,False,False,Company_E,2
4,Seeker_A,Company_B,False,False,Company_B,3
4,Seeker_B,Company_C,False,False,Company_C,5
4,Seeker_C,Company_A,False,False,Company_A,4
4,Seeker_D,Company_D,False,False,Company_D,1
4,Seeker_E,Company_E,False,False,Company_E,2
5,Seeker_A,Company_B,False,False,Company_B,3
5,Seeker_B,Company_C,False,False,Company_C,5
5,Seeker_C,Company_A,False,False,Company_A,4
5,Seeker_D,Company_D,False,False,Company_D,1
5,Seeker_E,Company_E,False,False,Company_E,2
6,Seeker_A,Company_B,False,False,Company_B,3
6,Seeker_B,Company_C,False,False,Company_C,5
6,Seeker_C,Company_A,False,False,Company_A,4
6,Seeker_D,Company_D,False,False,Company_D,1
6,Seeker_E,Company_E,False,False,Company_E,2
7,Seeker_A,Company_C,False,False,Company_C,5
7,Seeker_B,Company_D,False,False,Company_D,4
7,Seeker_C,Company_A,False,False,Company_A,4
7,Seeker_D,Company_B,False,False,Company_B,2
7,Seeker_E,Company_E,False,False,Company_E,2
8,Seeker_A,Company_B,False,False,Company_B,3
8,Seeker_B,Company_C,False,False,Company_C,5
8,Seeker_C,Company_A,False,False,Company_A,4
8,Seeker_D,Company_D,False,False,Company_D,1
8,Seeker_E,Company_E,False,False,Company_E,2
9,Seeker_A,Company_B,False,False,Company_B,3
9,Seeker_B,Company_C,False,False,Company_C,5
9,Seeker_C,Company_A,False,False,Company_A,4
9,Seeker_D,Company_D,False,False,Company_D,1
9,Seeker_E,Company_E,False,False,Company_E,2
10,Seeker_A,Company_B,False,False,Company_B,3
10,Seeker_B,Company_C,False,False,Company_C,5
