Trial,Agent,Matched_Partner,Stability,Efficiency
1,Seeker_A,Company_C,False,False
1,Seeker_B,Company_D,False,False
1,Seeker_C,Company_A,False,False
1,Seeker_D,Company_B,False,False
1,Seeker_E,Company_E,False,False
2,Seeker_A,Company_B,False,False
2,Seeker_B,Company_C,False,False
2,Seeker_C,Company_A,False,False
2,Seeker_D,Company_D,False,False
2,Seeker_E,Company_E,False,False
3,Seeker_A,Company_B,False,False
3,Seeker_B,Company_C,False,False
3,Seeker_C,Company_A,False,False
3,Seeker_D,Company_D,False,False
3,Seeker_E,Company_E,False,False
4,Seeker_A,Company_B,False,False
4,Seeker_B,Company_C,False,False
4,Seeker_C,Company_A,False,False
4,Seeker_D,Company_D,False,False
4,Seeker_E,Company_E,False,False
5,Seeker_A,Company_B,False,False
5,Seeker_B,Company_C,False,False
5,Seeker_C,Company_A,False,False
5,Seeker_D,Company_D,False,False
5,Seeker_E,Company_E,False,False
6,Seeker_A,Company_B,False,False
6,Seeker_B,Company_C,False,False
6,Seeker_C,Company_A,False,False
6,Seeker_D,Company_D,False,False
6,Seeker_E,Company_E,False,False
7,Seeker_A,Company_C,False,False
7,Seeker_B,Company_D,False,False
7,Seeker_C,Company_A,False,False
7,Seeker_D,Company_B,False,False
7,Seeker_E,Company_E,False,False
8,Seeker_A,Company_B,False,False
8,Seeker_B,Company_C,False,False
8,Seeker_C,Company_A,False,False
8,Seeker_D,Company_D,False,False
8,Seeker_E,Company_E,False,False
9,Seeker_A,Company_B,False,False
9,Seeker_B,Company_C,False,False
9,Seeker_C,Company_A,False,False
9,Seeker_D,Company_D,False,False
9,Seeker_E,Company_E,False,False
10,Seeker_A,Company_B,False,False
10,Seeker_B,Company_C,False,False
10,Seeker_C,Company_A,False,False
10,Seeker_D,Company_D,False,False
10,Seeker_E,Company_E,False,False
11,Seeker_A,Company_B,False,False
11,Seeker_B,Company_C,False,False
11,Seeker_C,Company_A,False,False
11,Seeker_D,Company_D,False,False
11,Seeker_E,Company_E,False,False
12,Seeker_A,Company_B,False,False
12,Seeker_B,Company_C,False,False
12,Seeker_C,Company_A,False,False
12,Seeker_D,Company_D,False,False
12,Seeker_E,Company_E,False,False
13,Seeker_A,Company_B,False,False
13,Seeker_B,Company_C,False,False
13,Seeker_C,Company_A,False,False
13,Seeker_D,Company_D,False,False
13,Seeker_E,Company_E,False,False
14,Seeker_A,Company_B,False,False
14,Seeker_B,Company_C,False,False
14,Seeker_C,Company_A,False,False
14,Seeker_D,Company_D,False,False
14,Seeker_E,Company_E,False,False
15,Seeker_A,Company_B,False,False
15,Seeker_B,Company_C,False,False
15,Seeker_C,Company_A,False,False
15,Seeker_D,Company_D,False,False
15,Seeker_E,Company_E,False,False
16,Seeker_A,Company_B,False,False
16,Seeker_B,Company_C,False,False
16,Seeker_C,Company_A,False,False
16,Seeker_D,Company_D,False,False
16,Seeker_E,Company_E,False,False
17,Seeker_A,Company_B,False,False
17,Seeker_B,Company_C,False,False
17,Seeker_C,Company_A,False,False
17,Seeker_D,Company_D,False,False
17,Seeker_E,Company_E,False,False
18,Seeker_A,Company_B,False,False
18,Seeker_B,Company_C,False,False
18,Seeker_C,Company_A,False,False
18,Seeker_D,Company_D,False,False
18,Seeker_E,Company_E,False,False
19,Seeker_A,Company_E,False,False
19,Seeker_B,Company_B,False,False
19,Seeker_C,Company_A,False,False
19,Seeker_D,Company_D,False,False
19,Seeker_E,Company_C,False,False
20,Seeker_A,Company_B,False,True
20,Seeker_B,Company_E,False,True
20,Seeker_C,Company_A,False,True
20,Seeker_D,Company_D,False,True
20,Seeker_E,Company_C,False,True
21,Seeker_A,Company_B,False,True
21,Seeker_B,Company_E,False,True
21,Seeker_C,Company_A,False,True
21,Seeker_D,Company_D,False,True
21,Seeker_E,Company_C,False,True
22,Seeker_A,Company_B,False,False
22,Seeker_B,Company_C,False,False
22,Seeker_C,Company_A,False,False
22,Seeker_D,Company_D,False,False
22,Seeker_E,Company_E,False,False
23,Seeker_A,Company_B,False,False
23,Seeker_B,Company_C,False,False
23,Seeker_C,Company_A,False,False
23,Seeker_D,Company_D,False,False
23,Seeker_E,Company_E,False,False
24,Seeker_A,Company_A,True,True
24,Seeker_B,Company_B,True,True
24,Seeker_C,Company_C,True,True
24,Seeker_D,Company_D,True,True
24,Seeker_E,Company_E,True,True
25,Seeker_A,Company_B,False,False
25,Seeker_B,Company_C,False,False
25,Seeker_C,Company_A,False,False
25,Seeker_D,Company_D,False,False
25,Seeker_E,Company_E,False,False
26,Seeker_A,Company_B,False,False
26,Seeker_B,Company_C,False,False
26,Seeker_C,Company_A,False,False
26,Seeker_D,Company_D,False,False
26,Seeker_E,Company_E,False,False
27,Seeker_A,Company_B,False,True
27,Seeker_B,Company_E,False,True
27,Seeker_C,Company_A,False,True
27,Seeker_D,Company_D,False,True
27,Seeker_E,Company_C,False,True
28,Seeker_A,Company_B,False,False
28,Seeker_B,Company_C,False,False
28,Seeker_C,Company_A,False,False
28,Seeker_D,Company_D,False,False
28,Seeker_E,Company_E,False,False
29,Seeker_A,Company_A,False,True
29,Seeker_B,Company_E,False,True
29,Seeker_C,Company_B,False,True
29,Seeker_D,Company_D,False,True
