Trial,Agent,Matched_Partner,Stability,Efficiency
1,Parent_A,Nursery_B,False,False
1,Parent_B,Nursery_E,False,False
1,Parent_C,Nursery_D,False,False
1,Parent_D,Nursery_A,False,False
1,Parent_E,Unmatched,False,False
2,Parent_A,Unmatched,False,False
2,Parent_B,Nursery_B,False,False
2,Parent_C,Nursery_E,False,False
2,Parent_D,Nursery_A,False,False
2,Parent_E,Nursery_C,False,False
3,Parent_A,Nursery_A,False,True
3,Parent_B,Nursery_B,False,True
3,Parent_C,Nursery_D,False,True
3,Parent_D,Nursery_C,False,True
3,Parent_E,Nursery_E,False,True
4,Parent_A,Nursery_A,False,False
4,Parent_B,Nursery_B,False,False
4,Parent_C,Nursery_C,False,False
4,Parent_D,Nursery_D,False,False
4,Parent_E,Nursery_E,False,False
5,Parent_A,Nursery_A,False,True
5,Parent_B,Nursery_B,False,True
5,Parent_C,Nursery_D,False,True
5,Parent_D,Nursery_C,False,True
5,Parent_E,Nursery_E,False,True
6,Parent_A,Nursery_E,False,False
6,Parent_B,Nursery_A,False,False
6,Parent_C,Nursery_B,False,False
6,Parent_D,Nursery_C,False,False
6,Parent_E,Nursery_D,False,False
7,Parent_A,Nursery_B,False,False
7,Parent_B,Nursery_A,False,False
7,Parent_C,Nursery_E,False,False
7,Parent_D,Nursery_D,False,False
7,Parent_E,Nursery_C,False,False
8,Parent_A,Nursery_E,False,False
8,Parent_B,Nursery_B,False,False
8,Parent_C,Nursery_C,False,False
8,Parent_D,Nursery_D,False,False
8,Parent_E,Nursery_A,False,False
9,Parent_A,Nursery_A,False,True
9,Parent_B,Nursery_E,False,True
9,Parent_C,Nursery_D,False,True
9,Parent_D,Nursery_B,False,True
9,Parent_E,Nursery_C,False,True
10,Parent_A,Unmatched,False,False
10,Parent_B,Nursery_B,False,False
10,Parent_C,Nursery_E,False,False
10,Parent_D,Nursery_C,False,False
10,Parent_E,Nursery_A,False,False
11,Parent_A,Nursery_C,False,False
11,Parent_B,Nursery_B,False,False
11,Parent_C,Nursery_D,False,False
11,Parent_D,Nursery_A,False,False
11,Parent_E,Nursery_E,False,False
12,Parent_A,Nursery_E,False,False
12,Parent_B,Nursery_A,False,False
12,Parent_C,Nursery_D,False,False
12,Parent_D,Nursery_B,False,False
12,Parent_E,Nursery_C,False,False
13,Parent_A,Unmatched,False,False
13,Parent_B,Nursery_B,False,False
13,Parent_C,Nursery_D,False,False
13,Parent_D,Nursery_A,False,False
13,Parent_E,Nursery_E,False,False
14,Parent_A,Unmatched,False,False
14,Parent_B,Nursery_B,False,False
14,Parent_C,Nursery_D,False,False
