Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Student_A,School_B,False,False,School_B,3
1,Student_B,Unmatched,False,False,Unmatched,-
1,Student_C,School_A,False,False,School_A,4
1,Student_D,School_D,False,False,School_D,1
1,Student_E,School_E,False,False,School_E,2
2,Student_A,School_A,False,False,School_A,2
2,Student_B,School_D,False,False,School_D,4
2,Student_C,Unmatched,False,False,Unmatched,-
2,Student_D,School_B,False,False,School_B,2
2,Student_E,School_E,False,False,School_E,2
3,Student_A,School_E,False,False,School_E,4
3,Student_B,School_C,False,False,School_C,5
3,Student_C,School_A,False,False,School_A,4
3,Student_D,School_B,False,False,School_B,2
3,Student_E,School_D,False,False,School_D,1
4,Student_A,School_B,False,True,School_B,3
4,Student_B,School_E,False,True,School_E,1
4,Student_C,School_A,False,True,School_A,4
4,Student_D,School_D,False,True,School_D,1
4,Student_E,School_C,False,True,School_C,3
5,Student_A,School_B,False,False,School_B,3
5,Student_B,School_C,False,False,School_C,5
5,Student_C,School_A,False,False,School_A,4
5,Student_D,School_D,False,False,School_D,1
5,Student_E,School_E,False,False,School_E,2
6,Student_A,School_C,False,False,School_C,5
6,Student_B,School_D,False,False,School_D,4
6,Student_C,School_A,False,False,School_A,4
6,Student_D,School_B,False,False,School_B,2
6,Student_E,School_E,False,False,School_E,2
7,Student_A,School_E,False,False,School_E,4
7,Student_B,School_D,False,False,School_D,4
7,Student_C,Unmatched,False,False,Unmatched,-
7,Student_D,School_B,False,False,School_B,2
7,Student_E,School_C,False,False,School_C,3
8,Student_A,School_E,False,False,School_E,4
8,Student_B,School_B,False,False,School_B,3
8,Student_C,School_A,False,False,School_A,4
8,Student_D,School_D,False,False,School_D,1
8,Student_E,School_C,False,False,School_C,3
9,Student_A,School_C,False,False,School_C,5
9,Student_B,School_D,False,False,School_D,4
9,Student_C,School_A,False,False,School_A,4
9,Student_D,School_B,False,False,School_B,2
9,Student_E,School_E,False,False,School_E,2
10,Student_A,School_B,False,False,School_B,3
10,Student_B,Unmatched,False,False,Unmatched,-
10,Student_C,School_A,False,False,School_A,4
10,Student_D,School_C,False,False,School_C,3
10,Student_E,School_E,False,False,School_E,2
11,Student_A,School_E,True,False,School_E,4
11,Student_B,School_D,True,False,School_D,4
11,Student_C,School_A,True,False,School_A,4
11,Student_D,School_B,True,False,School_B,2
11,Student_E,School_C,True,False,School_C,3
12,Student_A,School_E,True,False,School_E,4
12,Student_B,School_D,True,False,School_D,4
12,Student_C,School_A,True,False,School_A,4
12,Student_D,School_B,True,False,School_B,2
12,Student_E,School_C,True,False,School_C,3
13,Student_A,School_E,False,False,School_E,4
13,Student_B,School_B,False,False,School_B,3
13,Student_C,School_A,False,False,School_A,4
13,Student_D,School_D,False,False,School_D,1
13,Student_E,School_C,False,False,School_C,3
14,Student_A,School_E,False,False,School_E,4
14,Student_B,School_B,False,False,School_B,3
14,Student_C,School_A,False,False,School_A,4
14,Student_D,School_D,False,False,School_D,1
14,Student_E,School_C,False,False,School_C,3
15,Student_A,School_E,False,False,School_E,4
15,Student_B,School_D,False,False,School_D,4
15,Student_C,School_B,False,False,School_B,5
15,Student_D,School_C,False,False,School_C,3
15,Student_E,School_A,False,False,School_A,5
16,Student_A,School_B,False,False,School_B,3
16,Student_B,School_D,False,False,School_D,4
16,Student_C,School_A,False,False,School_A,4
16,Student_D,School_C,False,False,School_C,3
16,Student_E,School_E,False,False,School_E,2
17,Student_A,School_B,False,False,School_B,3
17,Student_B,School_C,False,False,School_C,5
17,Student_C,School_A,False,False,School_A,4
17,Student_D,School_D,False,False,School_D,1
17,Student_E,School_E,False,False,School_E,2
18,Student_A,School_B,False,False,School_B,3
18,Student_B,School_D,False,False,School_D,4
18,Student_C,School_A,False,False,School_A,4
18,Student_D,School_E,False,False,School_E,5
18,Student_E,School_C,False,False,School_C,3
19,Student_A,School_B,False,True,School_B,3
19,Student_B,School_E,False,True,School_E,1
19,Student_C,School_A,False,True,School_A,4
19,Student_D,School_D,False,True,School_D,1
19,Student_E,School_C,False,True,School_C,3
20,Student_A,School_B,False,False,School_B,3
20,Student_B,School_D,False,False,School_D,4
20,Student_C,School_A,False,False,School_A,4
20,Student_D,School_C,False,False,School_C,3
20,Student_E,School_E,False,False,School_E,2
21,Student_A,School_E,True,False,School_E,4
21,Student_B,School_D,True,False,School_D,4
21,Student_C,School_A,True,False,School_A,4
21,Student_D,School_B,True,False,School_B,2
21,Student_E,School_C,True,False,School_C,3
22,Student_A,School_B,False,False,School_B,3
22,Student_B,Unmatched,False,False,Unmatched,-
22,Student_C,School_A,False,False,School_A,4
22,Student_D,School_D,False,False,School_D,1
22,Student_E,School_C,False,False,School_C,3
23,Student_A,School_B,False,False,School_B,3
23,Student_B,Unmatched,False,False,Unmatched,-
23,Student_C,School_C,False,False,School_C,2
23,Student_D,School_D,False,False,School_D,1
23,Student_E,School_E,False,False,School_E,2
24,Student_A,School_E,False,False,School_E,4
24,Student_B,Unmatched,False,False,Unmatched,-
24,Student_C,School_A,False,False,School_A,4
24,Student_D,School_D,False,False,School_D,1
24,Student_E,School_C,False,False,School_C,3
25,Student_A,School_B,False,False,School_B,3
25,Student_B,School_D,False,False,School_D,4
25,Student_C,School_E,False,False,School_E,3
25,Student_D,School_A,False,False,School_A,4
25,Student_E,School_C,False,False,School_C,3
26,Student_A,School_B,False,False,School_B,3
26,Student_B,School_D,False,False,School_D,4
26,Student_C,School_A,False,False,School_A,4
26,Student_D,School_C,False,False,School_C,3
26,Student_E,School_E,False,False,School_E,2
27,Student_A,School_B,False,False,School_B,3
27,Student_B,School_D,False,False,School_D,4
27,Student_C,School_E,False,False,School_E,3
27,Student_D,School_A,False,False,School_A,4
27,Student_E,School_C,False,False,School_C,3
28,Student_A,School_E,False,False,School_E,4
28,Student_B,Unmatched,False,False,Unmatched,-
28,Student_C,School_A,False,False,School_A,4
28,Student_D,School_D,False,False,School_D,1
28,Student_E,School_C,False,False,School_C,3
29,Student_A,School_C,False,False,School_C,5
29,Student_B,School_B,False,False,School_B,3
29,Student_C,School_A,False,False,School_A,4
29,Student_D,School_D,False,False,School_D,1
29,Student_E,School_E,False,False,School_E,2
30,Student_A,School_B,False,True,School_B,3
30,Student_B,School_E,False,True,School_E,1
30,Student_C,School_A,False,True,School_A,4
30,Student_D,School_D,False,True,School_D,1
30,Student_E,School_C,False,True,School_C,3
31,Student_A,School_A,True,False,School_A,2
31,Student_B,School_D,True,False,School_D,4
31,Student_C,School_C,True,False,School_C,2
31,Student_D,School_B,True,False,School_B,2
31,Student_E,School_E,True,False,School_E,2
32,Student_A,School_E,False,False,School_E,4
32,Student_B,School_B,False,False,School_B,3
32,Student_C,School_A,False,False,School_A,4
32,Student_D,School_D,False,False,School_D,1
32,Student_E,School_C,False,False,School_C,3
33,Student_A,School_B,False,True,School_B,3
33,Student_B,School_E,False,True,School_E,1
33,Student_C,School_A,False,True,School_A,4
33,Student_D,School_D,False,True,School_D,1
33,Student_E,School_C,False,True,School_C,3
34,Student_A,School_C,False,False,School_C,5
34,Student_B,Unmatched,False,False,Unmatched,-
34,Student_C,School_A,False,False,School_A,4
34,Student_D,School_B,False,False,School_B,2
34,Student_E,School_E,False,False,School_E,2
35,Student_A,School_B,False,False,School_B,3
35,Student_B,School_D,False,False,School_D,4
35,Student_C,School_A,False,False,School_A,4
35,Student_D,School_C,False,False,School_C,3
35,Student_E,School_E,False,False,School_E,2
36,Student_A,School_E,True,False,School_E,4
36,Student_B,School_D,True,False,School_D,4
36,Student_C,School_A,True,False,School_A,4
36,Student_D,School_B,True,False,School_B,2
36,Student_E,School_C,True,False,School_C,3
37,Student_A,School_B,False,False,School_B,3
37,Student_B,School_C,False,False,School_C,5
37,Student_C,School_A,False,False,School_A,4
37,Student_D,School_D,False,False,School_D,1
37,Student_E,School_E,False,False,School_E,2
38,Student_A,School_E,False,False,School_E,4
38,Student_B,School_D,False,False,School_D,4
38,Student_C,Unmatched,False,False,Unmatched,-
38,Student_D,School_B,False,False,School_B,2
38,Student_E,School_C,False,False,School_C,3
39,Student_A,School_E,False,False,School_E,4
39,Student_B,School_D,False,False,School_D,4
39,Student_C,School_A,False,False,School_A,4
39,Student_D,School_C,False,False,School_C,3
39,Student_E,School_B,False,False,School_B,4
40,Student_A,School_B,False,False,School_B,3
40,Student_B,School_E,False,False,School_E,1
40,Student_C,School_A,False,False,School_A,4
40,Student_D,School_C,False,False,School_C,3
40,Student_E,School_D,False,False,School_D,1
41,Student_A,School_E,True,False,School_E,4
41,Student_B,School_D,True,False,School_D,4
41,Student_C,School_A,True,False,School_A,4
41,Student_D,School_B,True,False,School_B,2
41,Student_E,School_C,True,False,School_C,3
42,Student_A,School_B,False,False,School_B,3
42,Student_B,School_D,False,False,School_D,4
42,Student_C,School_A,False,False,School_A,4
42,Student_D,School_E,False,False,School_E,5
42,Student_E,School_C,False,False,School_C,3
43,Student_A,School_B,False,False,School_B,3
43,Student_B,Unmatched,False,False,Unmatched,-
43,Student_C,School_A,False,False,School_A,4
43,Student_D,School_D,False,False,School_D,1
43,Student_E,School_C,False,False,School_C,3
44,Student_A,School_B,False,True,School_B,3
44,Student_B,School_E,False,True,School_E,1
44,Student_C,School_A,False,True,School_A,4
44,Student_D,School_D,False,True,School_D,1
44,Student_E,School_C,False,True,School_C,3
45,Student_A,Unmatched,False,False,Unmatched,-
45,Student_B,School_D,False,False,School_D,4
45,Student_C,School_C,False,False,School_C,2
45,Student_D,School_B,False,False,School_B,2
45,Student_E,School_E,False,False,School_E,2
46,Student_A,School_B,False,False,School_B,3
46,Student_B,School_D,False,False,School_D,4
46,Student_C,School_A,False,False,School_A,4
46,Student_D,School_C,False,False,School_C,3
46,Student_E,School_E,False,False,School_E,2
47,Student_A,School_E,True,False,School_E,4
47,Student_B,School_D,True,False,School_D,4
47,Student_C,School_A,True,False,School_A,4
47,Student_D,School_B,True,False,School_B,2
47,Student_E,School_C,True,False,School_C,3
48,Student_A,School_B,False,False,School_B,3
48,Student_B,School_E,False,False,School_E,1
48,Student_C,School_A,False,False,School_A,4
48,Student_D,School_C,False,False,School_C,3
48,Student_E,School_D,False,False,School_D,1
49,Student_A,School_C,False,False,School_C,5
49,Student_B,School_E,False,False,School_E,1
49,Student_C,School_A,False,False,School_A,4
49,Student_D,School_B,False,False,School_B,2
49,Student_E,School_D,False,False,School_D,1
50,Student_A,School_B,False,False,School_B,3
50,Student_B,School_D,False,False,School_D,4
50,Student_C,School_A,False,False,School_A,4
50,Student_D,School_C,False,False,School_C,3
50,Student_E,School_E,False,False,School_E,2
51,Student_A,School_E,False,False,School_E,4
51,Student_B,School_B,False,False,School_B,3
51,Student_C,School_A,False,False,School_A,4
51,Student_D,School_D,False,False,School_D,1
51,Student_E,School_C,False,False,School_C,3
52,Student_A,School_B,False,True,School_B,3
52,Student_B,School_E,False,True,School_E,1
52,Student_C,School_A,False,True,School_A,4
52,Student_D,School_D,False,True,School_D,1
52,Student_E,School_C,False,True,School_C,3
53,Student_A,School_E,True,False,School_E,4
53,Student_B,School_D,True,False,School_D,4
53,Student_C,School_A,True,False,School_A,4
53,Student_D,School_B,True,False,School_B,2
53,Student_E,School_C,True,False,School_C,3
54,Student_A,School_B,False,True,School_B,3
54,Student_B,School_E,False,True,School_E,1
54,Student_C,School_A,False,True,School_A,4
54,Student_D,School_D,False,True,School_D,1
54,Student_E,School_C,False,True,School_C,3
55,Student_A,School_B,False,False,School_B,3
55,Student_B,School_E,False,False,School_E,1
55,Student_C,School_C,False,False,School_C,2
55,Student_D,School_A,False,False,School_A,4
55,Student_E,School_D,False,False,School_D,1
56,Student_A,School_C,False,False,School_C,5
56,Student_B,School_D,False,False,School_D,4
56,Student_C,School_A,False,False,School_A,4
56,Student_D,School_B,False,False,School_B,2
56,Student_E,School_E,False,False,School_E,2
57,Student_A,School_E,False,False,School_E,4
57,Student_B,School_B,False,False,School_B,3
57,Student_C,School_A,False,False,School_A,4
57,Student_D,School_D,False,False,School_D,1
57,Student_E,School_C,False,False,School_C,3
58,Student_A,School_E,True,False,School_E,4
58,Student_B,School_D,True,False,School_D,4
58,Student_C,School_A,True,False,School_A,4
58,Student_D,School_B,True,False,School_B,2
58,Student_E,School_C,True,False,School_C,3
59,Student_A,School_E,False,False,School_E,4
59,Student_B,School_B,False,False,School_B,3
59,Student_C,School_A,False,False,School_A,4
59,Student_D,School_D,False,False,School_D,1
59,Student_E,School_C,False,False,School_C,3
60,Student_A,School_B,False,False,School_B,3
60,Student_B,School_C,False,False,School_C,5
60,Student_C,School_A,False,False,School_A,4
60,Student_D,School_D,False,False,School_D,1
60,Student_E,School_E,False,False,School_E,2
61,Student_A,School_C,False,False,School_C,5
61,Student_B,Unmatched,False,False,Unmatched,-
61,Student_C,School_A,False,False,School_A,4
61,Student_D,School_D,False,False,School_D,1
61,Student_E,School_E,False,False,School_E,2
62,Student_A,School_D,False,False,School_D,1
62,Student_B,School_C,False,False,School_C,5
62,Student_C,School_A,False,False,School_A,4
62,Student_D,School_B,False,False,School_B,2
62,Student_E,School_E,False,False,School_E,2
63,Student_A,School_B,False,True,School_B,3
63,Student_B,School_E,False,True,School_E,1
63,Student_C,School_A,False,True,School_A,4
63,Student_D,School_D,False,True,School_D,1
63,Student_E,School_C,False,True,School_C,3
64,Student_A,School_C,False,False,School_C,5
64,Student_B,School_B,False,False,School_B,3
64,Student_C,School_A,False,False,School_A,4
64,Student_D,School_D,False,False,School_D,1
64,Student_E,School_E,False,False,School_E,2
